model,totalTime,attempts,answerWord,guessWords,won
Constraints,3.117295265197754,3,"{'answer': 'LUNCH', 'letters': {'L': 1, 'U': 1, 'N': 1, 'C': 1, 'H': 1}}","[('SALET', '00100'), ('FLUNG', '01110'), ('LUNCH', '22222'), None, None, None]",True
Constraints,4.100630044937134,4,"{'answer': 'BLAME', 'letters': {'B': 1, 'L': 1, 'A': 1, 'M': 1, 'E': 1}}","[('TRACE', '00202'), ('SHAME', '00222'), ('FLAME', '02222'), ('BLAME', '22222'), None, None]",True
Constraints,7.409087181091309,6,"{'answer': 'SKUNK', 'letters': {'S': 1, 'K': 2, 'U': 1, 'N': 1}}","[('TRACE', '00000'), ('GOOFS', '00001'), ('PUDSY', '01010'), ('SQUIB', '20200'), ('SHULN', '20201'), ('SKUNK', '22222')]",True
Constraints,6.272801399230957,6,"{'answer': 'HAVOC', 'letters': {'H': 1, 'A': 1, 'V': 1, 'O': 1, 'C': 1}}","[('SALET', '02000'), ('NAMMA', '02000'), ('GABBA', '02000'), ('PARKA', '02000'), ('CACAO', '12001'), ('HAVOC', '22222')]",True
Constraints,7.321839809417725,6,"{'answer': 'UPPER', 'letters': {'U': 1, 'P': 2, 'E': 1, 'R': 1}}","[('TRACE', '01001'), ('REDRY', '11000'), ('HIKER', '00022'), ('EMEER', '10002'), ('BLUER', '00122'), ('PURER', '11120')]",False
Constraints,8.198280096054077,6,"{'answer': 'LAGER', 'letters': {'L': 1, 'A': 1, 'G': 1, 'E': 1, 'R': 1}}","[('TRACE', '01101'), ('ADRED', '10120'), ('SAFER', '02022'), ('HAYER', '02022'), ('WALER', '02122'), ('LAMER', '22022')]",False
Constraints,8.190781116485596,6,"{'answer': 'SOWER', 'letters': {'S': 1, 'O': 1, 'W': 1, 'E': 1, 'R': 1}}","[('SALET', '20020'), ('SYKES', '20020'), ('SIPES', '20020'), ('SURES', '20120'), ('SHOER', '20122'), ('SOWER', '22222')]",True
Constraints,6.384082078933716,5,"{'answer': 'KNEEL', 'letters': {'K': 1, 'N': 1, 'E': 2, 'L': 1}}","[('TRACE', '00001'), ('BOXED', '00020'), ('WIFES', '00020'), ('ELVEN', '11021'), ('KNEEL', '22222'), None]",True
Constraints,4.225168466567993,4,"{'answer': 'SIEVE', 'letters': {'S': 1, 'I': 1, 'E': 2, 'V': 1}}","[('TRACE', '00002'), ('DOWLE', '00002'), ('MINKE', '02002'), ('SIEVE', '22222'), None, None]",True
Constraints,7.152739763259888,4,"{'answer': 'CHEER', 'letters': {'C': 1, 'H': 1, 'E': 2, 'R': 1}}","[('TRACE', '01011'), ('CEDER', '21022'), ('COYER', '20022'), ('CHEER', '22222'), None, None]",True
Constraints,4.451586961746216,4,"{'answer': 'SANDY', 'letters': {'S': 1, 'A': 1, 'N': 1, 'D': 1, 'Y': 1}}","[('TRACE', '00100'), ('ASYLA', '11100'), ('SAGGY', '22002'), ('SANDY', '22222'), None, None]",True
Constraints,5.352185964584351,5,"{'answer': 'UMBRA', 'letters': {'U': 1, 'M': 1, 'B': 1, 'R': 1, 'A': 1}}","[('TRACE', '01100'), ('RAGGA', '11000'), ('SORAS', '00110'), ('MUDRA', '11022'), ('UMBRA', '22222'), None]",True
Constraints,6.394155740737915,6,"{'answer': 'SPIKE', 'letters': {'S': 1, 'P': 1, 'I': 1, 'K': 1, 'E': 1}}","[('TRACE', '00002'), ('VOLVE', '00002'), ('GUIDE', '00202'), ('EXINE', '10200'), ('WEIZE', '01200'), ('SPIKE', '22222')]",True
Constraints,6.199688673019409,5,"{'answer': 'RIVAL', 'letters': {'R': 1, 'I': 1, 'V': 1, 'A': 1, 'L': 1}}","[('SALET', '01100'), ('LIMAN', '12020'), ('PICAL', '02022'), ('RIYAL', '22022'), ('RIVAL', '22222'), None]",True
Constraints,6.247521877288818,6,"{'answer': 'BLARE', 'letters': {'B': 1, 'L': 1, 'A': 1, 'R': 1, 'E': 1}}","[('SALET', '01110'), ('AXILE', '10012'), ('LEAVE', '11200'), ('PLANE', '02202'), ('GLACE', '02202'), ('BLADE', '22202')]",False
Constraints,6.3155505657196045,5,"{'answer': 'MAFIA', 'letters': {'M': 1, 'A': 2, 'F': 1, 'I': 1}}","[('SALET', '02000'), ('JAMBU', '02100'), ('MARDY', '22000'), ('MAFIC', '22220'), ('MAFIA', '22222'), None]",True
Constraints,8.331714153289795,6,"{'answer': 'FIXER', 'letters': {'F': 1, 'I': 1, 'X': 1, 'E': 1, 'R': 1}}","[('TRACE', '01001'), ('FERMI', '21101'), ('FIBER', '22022'), ('FILER', '22022'), ('FIVER', '22022'), ('FINER', '22022')]",False
Constraints,2.057284116744995,2,"{'answer': 'WRITE', 'letters': {'W': 1, 'R': 1, 'I': 1, 'T': 1, 'E': 1}}","[('TRACE', '12002'), ('WRITE', '22222'), None, None, None, None]",True
Constraints,6.1604743003845215,6,"{'answer': 'STRAP', 'letters': {'S': 1, 'T': 1, 'R': 1, 'A': 1, 'P': 1}}","[('SALET', '21001'), ('SOFTA', '20011'), ('STAYS', '22100'), ('STRAK', '22220'), ('STRAD', '22220'), ('STRAW', '22220')]",False
Constraints,6.183336019515991,6,"{'answer': 'BUNCH', 'letters': {'B': 1, 'U': 1, 'N': 1, 'C': 1, 'H': 1}}","[('TRACE', '00020'), ('PSYCH', '00022'), ('MOOCH', '00022'), ('GINCH', '00222'), ('HUNCH', '12220'), ('BUNCH', '22222')]",True
Constraints,6.356698274612427,6,"{'answer': 'MOOSE', 'letters': {'M': 1, 'O': 2, 'S': 1, 'E': 1}}","[('TRACE', '00002'), ('PUDGE', '00002'), ('NIEVE', '00100'), ('BOOZE', '02202'), ('LOOSE', '02222'), ('WHOSE', '00222')]",False
Constraints,5.188039541244507,5,"{'answer': 'SYRUP', 'letters': {'S': 1, 'Y': 1, 'R': 1, 'U': 1, 'P': 1}}","[('TRACE', '01000'), ('SMIRS', '20010'), ('SHRUB', '20220'), ('SORUS', '20220'), ('SYRUP', '22222'), None]",True
Constraints,7.191840648651123,6,"{'answer': 'STAMP', 'letters': {'S': 1, 'T': 1, 'A': 1, 'M': 1, 'P': 1}}","[('TRACE', '10200'), ('GHAST', '00211'), ('BOATS', '00211'), ('STAUN', '22200'), ('STALL', '22200'), ('STAMP', '22222')]",True
Constraints,5.100524663925171,5,"{'answer': 'SETUP', 'letters': {'S': 1, 'E': 1, 'T': 1, 'U': 1, 'P': 1}}","[('SALET', '20011'), ('STEDD', '21100'), ('SKITE', '20011'), ('SETON', '22200'), ('SETUP', '22222'), None]",True
Constraints,4.099483966827393,4,"{'answer': 'OPTIC', 'letters': {'O': 1, 'P': 1, 'T': 1, 'I': 1, 'C': 1}}","[('TRACE', '10010'), ('LYTIC', '00222'), ('ICTIC', '11200'), ('OPTIC', '22222'), None, None]",True
Constraints,6.25097918510437,6,"{'answer': 'MARRY', 'letters': {'M': 1, 'A': 1, 'R': 2, 'Y': 1}}","[('SALET', '02000'), ('PAGAN', '02000'), ('KAURI', '02020'), ('BAJRA', '02020'), ('MARRA', '22220'), ('MARRA', '22220')]",False
Constraints,6.217122554779053,5,"{'answer': 'UDDER', 'letters': {'U': 1, 'D': 2, 'E': 1, 'R': 1}}","[('SALET', '00020'), ('CEDED', '01201'), ('DOVER', '10022'), ('RUDER', '11220'), ('UDDER', '22222'), None]",True
Constraints,4.185365915298462,4,"{'answer': 'POUND', 'letters': {'P': 1, 'O': 1, 'U': 1, 'N': 1, 'D': 1}}","[('SALET', '00000'), ('CROUP', '00111'), ('POYOU', '22001'), ('POUND', '22222'), None, None]",True
Constraints,6.172153949737549,5,"{'answer': 'GAMUT', 'letters': {'G': 1, 'A': 1, 'M': 1, 'U': 1, 'T': 1}}","[('SALET', '02002'), ('DAUNT', '02102'), ('BAHUT', '02022'), ('CAPUT', '02022'), ('GAMUT', '22222'), None]",True
Constraints,5.296198606491089,5,"{'answer': 'ARDOR', 'letters': {'A': 1, 'R': 2, 'D': 1, 'O': 1}}","[('SALET', '01000'), ('KRANG', '02100'), ('ARRAH', '22100'), ('ARBOR', '22022'), ('ARDOR', '22222'), None]",True
Constraints,4.130241632461548,4,"{'answer': 'STORK', 'letters': {'S': 1, 'T': 1, 'O': 1, 'R': 1, 'K': 1}}","[('TRACE', '11000'), ('ROSTI', '11110'), ('SKORT', '21221'), ('STORK', '22222'), None, None]",True
Constraints,3.1458497047424316,3,"{'answer': 'SPELT', 'letters': {'S': 1, 'P': 1, 'E': 1, 'L': 1, 'T': 1}}","[('TRACE', '10001'), ('BLETS', '01211'), ('SPELT', '22222'), None, None, None]",True
Constraints,5.594954252243042,5,"{'answer': 'BONUS', 'letters': {'B': 1, 'O': 1, 'N': 1, 'U': 1, 'S': 1}}","[('TRACE', '00000'), ('POLIS', '02002'), ('GOBOS', '02102'), ('BOSKS', '22100'), ('BONUS', '22222'), None]",True
Constraints,2.043694257736206,2,"{'answer': 'IRATE', 'letters': {'I': 1, 'R': 1, 'A': 1, 'T': 1, 'E': 1}}","[('TRACE', '12202'), ('IRATE', '22222'), None, None, None, None]",True
Constraints,5.593585014343262,5,"{'answer': 'BINGO', 'letters': {'B': 1, 'I': 1, 'N': 1, 'G': 1, 'O': 1}}","[('TRACE', '00000'), ('WONGI', '01221'), ('DINGO', '02222'), ('PINGO', '02222'), ('BINGO', '22222'), None]",True
Constraints,7.344918727874756,6,"{'answer': 'RIVAL', 'letters': {'R': 1, 'I': 1, 'V': 1, 'A': 1, 'L': 1}}","[('TRACE', '01100'), ('BAJRA', '01010'), ('DORSA', '00101'), ('GULAR', '00121'), ('RIYAL', '22022'), ('RIVAL', '22222')]",True
Constraints,6.14311146736145,5,"{'answer': 'PRANK', 'letters': {'P': 1, 'R': 1, 'A': 1, 'N': 1, 'K': 1}}","[('TRACE', '02200'), ('GRAVY', '02200'), ('PRAAM', '22200'), ('PRAHU', '22200'), ('PRANK', '22222'), None]",True
Constraints,6.097951412200928,3,"{'answer': 'ERUPT', 'letters': {'E': 1, 'R': 1, 'U': 1, 'P': 1, 'T': 1}}","[('TRACE', '12001'), ('PRENT', '12102'), ('ERUPT', '22222'), None, None, None]",True
Constraints,4.402436256408691,4,"{'answer': 'CRONY', 'letters': {'C': 1, 'R': 1, 'O': 1, 'N': 1, 'Y': 1}}","[('SALET', '00000'), ('BUNDU', '00100'), ('PORNY', '01122'), ('CRONY', '22222'), None, None]",True
Constraints,6.416761875152588,5,"{'answer': 'CYBER', 'letters': {'C': 1, 'Y': 1, 'B': 1, 'E': 1, 'R': 1}}","[('SALET', '00020'), ('IMMEW', '00020'), ('UNBED', '00220'), ('REBEC', '11201'), ('CYBER', '22222'), None]",True
Constraints,5.190114498138428,5,"{'answer': 'ILIAC', 'letters': {'I': 2, 'L': 1, 'A': 1, 'C': 1}}","[('SALET', '01100'), ('FLAMM', '02100'), ('ILIAL', '22220'), ('ILIAL', '22220'), ('ILIAC', '22222'), None]",True
Constraints,5.259126424789429,5,"{'answer': 'MANOR', 'letters': {'M': 1, 'A': 1, 'N': 1, 'O': 1, 'R': 1}}","[('SALET', '02000'), ('BANDY', '02200'), ('GANJA', '02200'), ('PANIC', '02200'), ('MANOR', '22222'), None]",True
Constraints,3.0851328372955322,3,"{'answer': 'VICAR', 'letters': {'V': 1, 'I': 1, 'C': 1, 'A': 1, 'R': 1}}","[('TRACE', '01110'), ('CORIA', '10111'), ('VICAR', '22222'), None, None, None]",True
Constraints,3.059237003326416,3,"{'answer': 'TULIP', 'letters': {'T': 1, 'U': 1, 'L': 1, 'I': 1, 'P': 1}}","[('SALET', '00201'), ('CULTI', '02211'), ('TULIP', '22222'), None, None, None]",True
Constraints,4.134930372238159,4,"{'answer': 'GRASS', 'letters': {'G': 1, 'R': 1, 'A': 1, 'S': 2}}","[('TRACE', '02200'), ('PRANK', '02200'), ('DRAYS', '02202'), ('GRASS', '22222'), None, None]",True
Constraints,6.145617961883545,5,"{'answer': 'QUICK', 'letters': {'Q': 1, 'U': 1, 'I': 1, 'C': 1, 'K': 1}}","[('TRACE', '00020'), ('GONCH', '00020'), ('FISCS', '01020'), ('JUICY', '02220'), ('QUICK', '22222'), None]",True
Constraints,6.205069303512573,6,"{'answer': 'CHESS', 'letters': {'C': 1, 'H': 1, 'E': 1, 'S': 2}}","[('TRACE', '00011'), ('COMES', '20012'), ('CEILS', '21002'), ('CHEWS', '22202'), ('CHEFS', '22202'), ('CHESS', '22222')]",True
Constraints,6.225194215774536,6,"{'answer': 'PROVE', 'letters': {'P': 1, 'R': 1, 'O': 1, 'V': 1, 'E': 1}}","[('TRACE', '02002'), ('BREDE', '02100'), ('WROKE', '02202'), ('FRORE', '02202'), ('PROSE', '22202'), ('PRONE', '22202')]",False
Constraints,4.10593056678772,4,"{'answer': 'SEDAN', 'letters': {'S': 1, 'E': 1, 'D': 1, 'A': 1, 'N': 1}}","[('SALET', '21010'), ('SENSA', '22101'), ('SEWAN', '22022'), ('SEDAN', '22222'), None, None]",True
Constraints,7.16829776763916,5,"{'answer': 'STUNK', 'letters': {'S': 1, 'T': 1, 'U': 1, 'N': 1, 'K': 1}}","[('SALET', '20001'), ('SPOTS', '20010'), ('STRUM', '22010'), ('STUDY', '22200'), ('STUNK', '22222'), None]",True
Constraints,4.527565956115723,4,"{'answer': 'POESY', 'letters': {'P': 1, 'O': 1, 'E': 1, 'S': 1, 'Y': 1}}","[('TRACE', '00001'), ('HELED', '01000'), ('SPEWY', '11202'), ('POESY', '22222'), None, None]",True
Constraints,3.044529676437378,2,"{'answer': 'CRATE', 'letters': {'C': 1, 'R': 1, 'A': 1, 'T': 1, 'E': 1}}","[('TRACE', '12212'), ('CRATE', '22222'), None, None, None, None]",True
Constraints,4.137803792953491,4,"{'answer': 'DRYLY', 'letters': {'D': 1, 'R': 1, 'Y': 2, 'L': 1}}","[('TRACE', '02000'), ('DRUNK', '22000'), ('DRIBS', '22000'), ('DRYLY', '22222'), None, None]",True
Constraints,6.227340221405029,6,"{'answer': 'LOGIC', 'letters': {'L': 1, 'O': 1, 'G': 1, 'I': 1, 'C': 1}}","[('TRACE', '00010'), ('CHUGS', '10010'), ('ICING', '11001'), ('OGMIC', '11022'), ('YOGIC', '02222'), ('LOGIC', '22222')]",True
Constraints,5.155061960220337,5,"{'answer': 'DEATH', 'letters': {'D': 1, 'E': 1, 'A': 1, 'T': 1, 'H': 1}}","[('SALET', '01011'), ('THRAE', '11011'), ('NEATH', '02222'), ('HEATH', '12220'), ('DEATH', '22222'), None]",True
Constraints,5.4052629470825195,5,"{'answer': 'VENUE', 'letters': {'V': 1, 'E': 2, 'N': 1, 'U': 1}}","[('SALET', '00010'), ('GREBE', '00102'), ('NIXIE', '10002'), ('DUNCE', '01202'), ('VENUE', '22222'), None]",True
Constraints,5.181837558746338,5,"{'answer': 'AWAIT', 'letters': {'A': 2, 'W': 1, 'I': 1, 'T': 1}}","[('SALET', '01002'), ('QUANT', '00202'), ('KIAAT', '01212'), ('TRAIT', '10220'), ('AWAIT', '22222'), None]",True
Constraints,2.045381784439087,2,"{'answer': 'REACT', 'letters': {'R': 1, 'E': 1, 'A': 1, 'C': 1, 'T': 1}}","[('TRACE', '11221'), ('REACT', '22222'), None, None, None, None]",True
Constraints,5.132067680358887,4,"{'answer': 'SCUBA', 'letters': {'S': 1, 'C': 1, 'U': 1, 'B': 1, 'A': 1}}","[('SALET', '21000'), ('SHACK', '20110'), ('SUMAC', '21011'), ('SCUBA', '22222'), None, None]",True
Constraints,5.21977686882019,5,"{'answer': 'LYMPH', 'letters': {'L': 1, 'Y': 1, 'M': 1, 'P': 1, 'H': 1}}","[('SALET', '00100'), ('CLOWN', '01000'), ('IDYLL', '00110'), ('LUMMY', '20201'), ('LYMPH', '22222'), None]",True
Constraints,7.53776741027832,6,"{'answer': 'GAILY', 'letters': {'G': 1, 'A': 1, 'I': 1, 'L': 1, 'Y': 1}}","[('TRACE', '00100'), ('BASAN', '02000'), ('HADAL', '02001'), ('MALAX', '02100'), ('LAIKA', '12200'), ('GAILY', '22222')]",True
Constraints,6.394174337387085,6,"{'answer': 'BOOZE', 'letters': {'B': 1, 'O': 2, 'Z': 1, 'E': 1}}","[('SALET', '00010'), ('DONNE', '02002'), ('COGIE', '02002'), ('HOWRE', '02002'), ('POMBE', '02012'), ('BOOZE', '22222')]",True
Constraints,6.446962833404541,6,"{'answer': 'LANKY', 'letters': {'L': 1, 'A': 1, 'N': 1, 'K': 1, 'Y': 1}}","[('TRACE', '00100'), ('YAKKA', '12100'), ('KAYOS', '12100'), ('PAWKY', '02022'), ('BALKY', '02122'), ('LANKY', '22222')]",True
Constraints,6.3281519412994385,4,"{'answer': 'MEDIA', 'letters': {'M': 1, 'E': 1, 'D': 1, 'I': 1, 'A': 1}}","[('TRACE', '00101'), ('ASSES', '10010'), ('MEKKA', '22002'), ('MEDIA', '22222'), None, None]",True
Constraints,4.187090873718262,4,"{'answer': 'BUTCH', 'letters': {'B': 1, 'U': 1, 'T': 1, 'C': 1, 'H': 1}}","[('SALET', '00001'), ('BITTY', '20200'), ('BUTOH', '22202'), ('BUTCH', '22222'), None, None]",True
Constraints,6.227667808532715,6,"{'answer': 'STALK', 'letters': {'S': 1, 'T': 1, 'A': 1, 'L': 1, 'K': 1}}","[('TRACE', '10200'), ('NGATI', '00210'), ('STAPS', '22200'), ('STABS', '22200'), ('STASH', '22200'), ('STAFF', '22200')]",False
Constraints,6.2112343311309814,6,"{'answer': 'BLAZE', 'letters': {'B': 1, 'L': 1, 'A': 1, 'Z': 1, 'E': 1}}","[('TRACE', '00202'), ('POAKE', '00202'), ('ADAGE', '10002'), ('HEAVE', '01200'), ('BLAME', '22202'), ('BLASE', '22202')]",False
Constraints,7.28296422958374,6,"{'answer': 'AVAIL', 'letters': {'A': 2, 'V': 1, 'I': 1, 'L': 1}}","[('TRACE', '00200'), ('SPANG', '00200'), ('DWAAL', '00212'), ('MIAUL', '01202'), ('FLAIL', '01220'), ('AVAIL', '22222')]",True
Constraints,4.121110677719116,2,"{'answer': 'ULTRA', 'letters': {'U': 1, 'L': 1, 'T': 1, 'R': 1, 'A': 1}}","[('TRACE', '11100'), ('ULTRA', '22222'), None, None, None, None]",True
Constraints,6.160343885421753,6,"{'answer': 'VAUNT', 'letters': {'V': 1, 'A': 1, 'U': 1, 'N': 1, 'T': 1}}","[('SALET', '02002'), ('PAINT', '02022'), ('DAYNT', '02022'), ('TAUNT', '12220'), ('GAUNT', '02222'), ('VAUNT', '22222')]",True
Constraints,3.1768269538879395,3,"{'answer': 'MOCHA', 'letters': {'M': 1, 'O': 1, 'C': 1, 'H': 1, 'A': 1}}","[('TRACE', '00110'), ('COMAS', '12110'), ('MOCHA', '22222'), None, None, None]",True
Constraints,6.641653537750244,6,"{'answer': 'DINGY', 'letters': {'D': 1, 'I': 1, 'N': 1, 'G': 1, 'Y': 1}}","[('TRACE', '00000'), ('HYMNS', '01010'), ('BUNJY', '00202'), ('WINGY', '02222'), ('ZINGY', '02222'), ('LINGY', '02222')]",False
Constraints,5.250304222106934,5,"{'answer': 'EVADE', 'letters': {'E': 2, 'V': 1, 'A': 1, 'D': 1}}","[('SALET', '01010'), ('CHARE', '00202'), ('AGAZE', '10002'), ('POAKE', '00202'), ('EVADE', '22222'), None]",True
Constraints,6.277848482131958,6,"{'answer': 'BLOCK', 'letters': {'B': 1, 'L': 1, 'O': 1, 'C': 1, 'K': 1}}","[('SALET', '00100'), ('GOOLD', '01010'), ('LIMBO', '10011'), ('BLOWY', '22200'), ('BLOOK', '22202'), ('BLOCK', '22222')]",True
Constraints,4.199560642242432,4,"{'answer': 'CLUMP', 'letters': {'C': 1, 'L': 1, 'U': 1, 'M': 1, 'P': 1}}","[('TRACE', '00010'), ('CHING', '20000'), ('COLBY', '20100'), ('CLUMP', '22222'), None, None]",True
Constraints,7.2226550579071045,6,"{'answer': 'SHEEN', 'letters': {'S': 1, 'H': 1, 'E': 2, 'N': 1}}","[('SALET', '20020'), ('SIPED', '20020'), ('SNEER', '21220'), ('SEMEN', '21022'), ('SKEEN', '20222'), ('SEWEN', '21022')]",False
Constraints,8.190404891967773,5,"{'answer': 'TRACK', 'letters': {'T': 1, 'R': 1, 'A': 1, 'C': 1, 'K': 1}}","[('SALET', '01001'), ('AORTA', '10110'), ('TRANK', '22202'), ('TRAIK', '22202'), ('TRACK', '22222'), None]",True
Constraints,5.081669330596924,5,"{'answer': 'BOAST', 'letters': {'B': 1, 'O': 1, 'A': 1, 'S': 1, 'T': 1}}","[('SALET', '11002'), ('WRAST', '00222'), ('AGAST', '10022'), ('HOAST', '02222'), ('BOAST', '22222'), None]",True
Constraints,6.1648406982421875,6,"{'answer': 'VEGAN', 'letters': {'V': 1, 'E': 1, 'G': 1, 'A': 1, 'N': 1}}","[('SALET', '01010'), ('DENAY', '02120'), ('REMAN', '02022'), ('PEKAN', '02022'), ('BEGAN', '02222'), ('VEGAN', '22222')]",True
Constraints,5.1565916538238525,4,"{'answer': 'MANOR', 'letters': {'M': 1, 'A': 1, 'N': 1, 'O': 1, 'R': 1}}","[('SALET', '02000'), ('JAMBO', '02101'), ('MACON', '22021'), ('MANOR', '22222'), None, None]",True
Constraints,5.339982032775879,5,"{'answer': 'DOING', 'letters': {'D': 1, 'O': 1, 'I': 1, 'N': 1, 'G': 1}}","[('SALET', '00000'), ('YUMMO', '00001'), ('CROWD', '00101'), ('BODHI', '02101'), ('DOING', '22222'), None]",True
Constraints,7.284547805786133,6,"{'answer': 'RODEO', 'letters': {'R': 1, 'O': 2, 'D': 1, 'E': 1}}","[('SALET', '00020'), ('GONEF', '02020'), ('WOWED', '02021'), ('CODEX', '02220'), ('MODER', '02221'), ('RODEO', '22222')]",True
Constraints,5.252441883087158,5,"{'answer': 'WORDY', 'letters': {'W': 1, 'O': 1, 'R': 1, 'D': 1, 'Y': 1}}","[('SALET', '00000'), ('INCOG', '00010'), ('DOODY', '12002'), ('BOODY', '02022'), ('WORDY', '22222'), None]",True
Constraints,3.0642025470733643,3,"{'answer': 'EARLY', 'letters': {'E': 1, 'A': 1, 'R': 1, 'L': 1, 'Y': 1}}","[('SALET', '02110'), ('FABLE', '02021'), ('EARLY', '22222'), None, None, None]",True
Constraints,5.143988370895386,5,"{'answer': 'TAKEN', 'letters': {'T': 1, 'A': 1, 'K': 1, 'E': 1, 'N': 1}}","[('TRACE', '20101'), ('THEMA', '20101'), ('TEPAS', '21010'), ('TAXED', '22020'), ('TAKEN', '22222'), None]",True
Constraints,6.154464960098267,4,"{'answer': 'LOGIC', 'letters': {'L': 1, 'O': 1, 'G': 1, 'I': 1, 'C': 1}}","[('SALET', '00100'), ('PUGIL', '00221'), ('LOGIN', '22220'), ('LOGIC', '22222'), None, None]",True
Constraints,6.204516649246216,6,"{'answer': 'RURAL', 'letters': {'R': 2, 'U': 1, 'A': 1, 'L': 1}}","[('SALET', '01100'), ('QUAIL', '02102'), ('JUGAL', '02022'), ('BUBAL', '02022'), ('DURAL', '02222'), ('AURAL', '12202')]",False
Constraints,5.138173580169678,5,"{'answer': 'SIXTH', 'letters': {'S': 1, 'I': 1, 'X': 1, 'T': 1, 'H': 1}}","[('SALET', '20001'), ('STRIP', '21010'), ('SWITS', '20120'), ('SIXTY', '22220'), ('SIXTH', '22222'), None]",True
Constraints,4.089220762252808,4,"{'answer': 'TROLL', 'letters': {'T': 1, 'R': 1, 'O': 1, 'L': 2}}","[('SALET', '00101'), ('LOTTO', '11100'), ('THOWL', '20202'), ('TROLL', '22222'), None, None]",True
