model,totalTime,attempts,answerWord,guessWords,won
Minimax,9.4443678855896,4,"{'answer': 'MIRTH', 'letters': {'M': 1, 'I': 1, 'R': 1, 'T': 1, 'H': 1}}","[('CRATE', '01020'), ('ROMPS', '10100'), ('HALMA', '10010'), ('MIRTH', '22222'), None, None]",True
Minimax,12.043113946914673,5,"{'answer': 'BUTCH', 'letters': {'B': 1, 'U': 1, 'T': 1, 'C': 1, 'H': 1}}","[('CRATE', '10010'), ('TOPHI', '10010'), ('HIKED', '10000'), ('HALMA', '10000'), ('BUTCH', '22222'), None]",True
Minimax,10.25684404373169,4,"{'answer': 'SCRAM', 'letters': {'S': 1, 'C': 1, 'R': 1, 'A': 1, 'M': 1}}","[('TRACE', '01110'), ('COIRS', '10011'), ('MINGY', '10000'), ('SCRAM', '22222'), None, None]",True
Minimax,107.56421136856079,5,"{'answer': 'FLUSH', 'letters': {'F': 1, 'L': 1, 'U': 1, 'S': 1, 'H': 1}}","[('CRATE', '00000'), ('LIONS', '10001'), ('SLUBS', '12200'), ('INFRA', '00100'), ('FLUSH', '22222'), None]",True
Minimax,53.20101308822632,5,"{'answer': 'EERIE', 'letters': {'E': 3, 'R': 1, 'I': 1}}","[('SALET', '00010'), ('IRONE', '11002'), ('RIDGY', '11000'), ('CRUCK', '01000'), ('EERIE', '22222'), None]",True
Minimax,8.456987142562866,4,"{'answer': 'TURBO', 'letters': {'T': 1, 'U': 1, 'R': 1, 'B': 1, 'O': 1}}","[('TRACE', '21000'), ('NODUS', '01010'), ('MOTTS', '01100'), ('TURBO', '22222'), None, None]",True
Minimax,9.733164072036743,4,"{'answer': 'STRAY', 'letters': {'S': 1, 'T': 1, 'R': 1, 'A': 1, 'Y': 1}}","[('SALET', '21001'), ('KNARS', '00111'), ('PYOID', '01000'), ('STRAY', '22222'), None, None]",True
Minimax,22.757415533065796,4,"{'answer': 'PINTO', 'letters': {'P': 1, 'I': 1, 'N': 1, 'T': 1, 'O': 1}}","[('SALET', '00001'), ('YOUTH', '01020'), ('INFRA', '11000'), ('PINTO', '22222'), None, None]",True
Minimax,17.886906623840332,5,"{'answer': 'DIRGE', 'letters': {'D': 1, 'I': 1, 'R': 1, 'G': 1, 'E': 1}}","[('CRATE', '01002'), ('HEROS', '01200'), ('KLIEG', '00111'), ('VOLKS', '00000'), ('DIRGE', '22222'), None]",True
Minimax,17.831639766693115,5,"{'answer': 'BACON', 'letters': {'B': 1, 'A': 1, 'C': 1, 'O': 1, 'N': 1}}","[('CRATE', '10100'), ('HAINS', '02010'), ('FRORN', '00102'), ('HALMA', '02000'), ('BACON', '22222'), None]",True
Minimax,7.817159175872803,4,"{'answer': 'FETCH', 'letters': {'F': 1, 'E': 1, 'T': 1, 'C': 1, 'H': 1}}","[('CRATE', '10011'), ('TITCH', '10022'), ('VOLKS', '00000'), ('FETCH', '22222'), None, None]",True
Minimax,93.39225840568542,5,"{'answer': 'MODAL', 'letters': {'M': 1, 'O': 1, 'D': 1, 'A': 1, 'L': 1}}","[('CRATE', '00100'), ('LANKS', '11000'), ('AULOI', '10110'), ('DIMLY', '10110'), ('MODAL', '22222'), None]",True
Minimax,21.514814138412476,4,"{'answer': 'GUSTO', 'letters': {'G': 1, 'U': 1, 'S': 1, 'T': 1, 'O': 1}}","[('CRATE', '00020'), ('LIONS', '00101'), ('BUZZY', '02000'), ('GUSTO', '22222'), None, None]",True
Minimax,88.48218822479248,5,"{'answer': 'KAYAK', 'letters': {'K': 2, 'A': 2, 'Y': 1}}","[('CRATE', '00100'), ('LANKS', '02010'), ('PAKKA', '02111'), ('INFRA', '00001'), ('KAYAK', '22222'), None]",True
Minimax,5.0293169021606445,3,"{'answer': 'TEASE', 'letters': {'T': 1, 'E': 2, 'A': 1, 'S': 1}}","[('CRATE', '00212'), ('GELDS', '02001'), ('TEASE', '22222'), None, None, None]",True
Minimax,39.02084469795227,5,"{'answer': 'SNOUT', 'letters': {'S': 1, 'N': 1, 'O': 1, 'U': 1, 'T': 1}}","[('TRACE', '10000'), ('LOUTS', '01111'), ('ATMAN', '01001'), ('INFRA', '02000'), ('SNOUT', '22222'), None]",True
Minimax,54.52061319351196,5,"{'answer': 'DECRY', 'letters': {'D': 1, 'E': 1, 'C': 1, 'R': 1, 'Y': 1}}","[('SALET', '00010'), ('IRONE', '01001'), ('BERRY', '02102'), ('CADRE', '10121'), ('DECRY', '22222'), None]",True
Minimax,10.832903861999512,4,"{'answer': 'RATIO', 'letters': {'R': 1, 'A': 1, 'T': 1, 'I': 1, 'O': 1}}","[('TRACE', '11100'), ('SORTA', '01111'), ('BITOU', '01210'), ('RATIO', '22222'), None, None]",True
Minimax,8.010142803192139,4,"{'answer': 'CRUSH', 'letters': {'C': 1, 'R': 1, 'U': 1, 'S': 1, 'H': 1}}","[('CRATE', '22000'), ('WINOS', '00001'), ('HALMA', '10000'), ('CRUSH', '22222'), None, None]",True
Minimax,36.660316705703735,5,"{'answer': 'ELUDE', 'letters': {'E': 2, 'L': 1, 'U': 1, 'D': 1}}","[('CRATE', '00002'), ('LOUIS', '10200'), ('GRAMS', '00000'), ('EARED', '20011'), ('ELUDE', '22222'), None]",True
Minimax,6.176055908203125,3,"{'answer': 'TRASH', 'letters': {'T': 1, 'R': 1, 'A': 1, 'S': 1, 'H': 1}}","[('CRATE', '02210'), ('TIYNS', '20001'), ('TRASH', '22222'), None, None, None]",True
Minimax,5.764349937438965,3,"{'answer': 'ATOLL', 'letters': {'A': 1, 'T': 1, 'O': 1, 'L': 2}}","[('SALET', '01101'), ('ROTAL', '01112'), ('ATOLL', '22222'), None, None, None]",True
Minimax,23.442476272583008,5,"{'answer': 'SWEAR', 'letters': {'S': 1, 'W': 1, 'E': 1, 'A': 1, 'R': 1}}","[('TRACE', '01101'), ('LARDS', '01101'), ('SPELK', '20200'), ('HALMA', '01000'), ('SWEAR', '22222'), None]",True
Minimax,14.05848503112793,5,"{'answer': 'BRAID', 'letters': {'B': 1, 'R': 1, 'A': 1, 'I': 1, 'D': 1}}","[('TRACE', '02200'), ('BOGUS', '20000'), ('LIANA', '01200'), ('VOLKS', '00000'), ('BRAID', '22222'), None]",True
Minimax,13.532458066940308,5,"{'answer': 'PETAL', 'letters': {'P': 1, 'E': 1, 'T': 1, 'A': 1, 'L': 1}}","[('TRACE', '10101'), ('LANTS', '11010'), ('ALMAH', '11000'), ('INFRA', '00001'), ('PETAL', '22222'), None]",True
Minimax,6.36515998840332,4,"{'answer': 'FETCH', 'letters': {'F': 1, 'E': 1, 'T': 1, 'C': 1, 'H': 1}}","[('TRACE', '10021'), ('DELVE', '02000'), ('INFRA', '00100'), ('FETCH', '22222'), None, None]",True
Minimax,49.87867307662964,5,"{'answer': 'RIDER', 'letters': {'R': 2, 'I': 1, 'D': 1, 'E': 1}}","[('CRATE', '01001'), ('SOLEI', '00021'), ('DAVEN', '10020'), ('REWED', '21001'), ('RIDER', '22222'), None]",True
Minimax,84.98375535011292,4,"{'answer': 'LOYAL', 'letters': {'L': 2, 'O': 1, 'Y': 1, 'A': 1}}","[('CRATE', '00100'), ('LANKS', '21000'), ('BLIMY', '01001'), ('LOYAL', '22222'), None, None]",True
Minimax,107.2381911277771,5,"{'answer': 'GUPPY', 'letters': {'G': 1, 'U': 1, 'P': 2, 'Y': 1}}","[('CRATE', '00000'), ('LIONS', '00000'), ('BUMPH', '02020'), ('PUDGY', '12012'), ('GUPPY', '22222'), None]",True
Minimax,63.77409887313843,5,"{'answer': 'CURRY', 'letters': {'C': 1, 'U': 1, 'R': 2, 'Y': 1}}","[('SALET', '00000'), ('IRONY', '01002'), ('RIGOR', '10001'), ('CHIMB', '20000'), ('CURRY', '22222'), None]",True
Minimax,10.787248134613037,4,"{'answer': 'GLAZE', 'letters': {'G': 1, 'L': 1, 'A': 1, 'Z': 1, 'E': 1}}","[('CRATE', '00202'), ('SLUNG', '02001'), ('DANGS', '01010'), ('GLAZE', '22222'), None, None]",True
Minimax,28.49699354171753,6,"{'answer': 'MAKER', 'letters': {'M': 1, 'A': 1, 'K': 1, 'E': 1, 'R': 1}}","[('CRATE', '01101'), ('LARDS', '02100'), ('GAWKY', '02010'), ('FRORN', '01000'), ('BEAMS', '01110'), ('MAKER', '22222')]",True
Minimax,18.61777663230896,5,"{'answer': 'ULCER', 'letters': {'U': 1, 'L': 1, 'C': 1, 'E': 1, 'R': 1}}","[('SALET', '00120'), ('DROIL', '01001'), ('LURGY', '11100'), ('BOOST', '00000'), ('ULCER', '22222'), None]",True
Minimax,14.437166213989258,5,"{'answer': 'FRIED', 'letters': {'F': 1, 'R': 1, 'I': 1, 'E': 1, 'D': 1}}","[('CRATE', '02001'), ('IDEES', '11100'), ('WIPER', '01021'), ('INFRA', '10110'), ('FRIED', '22222'), None]",True
Minimax,106.97527360916138,5,"{'answer': 'SMOKY', 'letters': {'S': 1, 'M': 1, 'O': 1, 'K': 1, 'Y': 1}}","[('TRACE', '00000'), ('LIONS', '00201'), ('WAHOO', '00010'), ('FEMUR', '00100'), ('SMOKY', '22222'), None]",True
Minimax,17.041902780532837,4,"{'answer': 'PROOF', 'letters': {'P': 1, 'R': 1, 'O': 2, 'F': 1}}","[('TRACE', '02000'), ('GYPOS', '00120'), ('FRORN', '12200'), ('PROOF', '22222'), None, None]",True
Minimax,8.863049983978271,4,"{'answer': 'ACRID', 'letters': {'A': 1, 'C': 1, 'R': 1, 'I': 1, 'D': 1}}","[('CRATE', '11100'), ('YIRKS', '01200'), ('FOUND', '00002'), ('ACRID', '22222'), None, None]",True
Minimax,35.08324980735779,4,"{'answer': 'BIOME', 'letters': {'B': 1, 'I': 1, 'O': 1, 'M': 1, 'E': 1}}","[('TRACE', '00002'), ('LOUIS', '01010'), ('MINIS', '12000'), ('BIOME', '22222'), None, None]",True
Minimax,5.217220306396484,3,"{'answer': 'STAGE', 'letters': {'S': 1, 'T': 1, 'A': 1, 'G': 1, 'E': 1}}","[('SALET', '21011'), ('GRATE', '10212'), ('STAGE', '22222'), None, None, None]",True
Minimax,6.02897834777832,3,"{'answer': 'HASTE', 'letters': {'H': 1, 'A': 1, 'S': 1, 'T': 1, 'E': 1}}","[('TRACE', '10102'), ('HATES', '22111'), ('HASTE', '22222'), None, None, None]",True
Minimax,100.96236300468445,4,"{'answer': 'LOUSY', 'letters': {'L': 1, 'O': 1, 'U': 1, 'S': 1, 'Y': 1}}","[('CRATE', '00000'), ('LIONS', '20101'), ('BASIS', '00100'), ('LOUSY', '22222'), None, None]",True
Minimax,91.58025407791138,5,"{'answer': 'VALID', 'letters': {'V': 1, 'A': 1, 'L': 1, 'I': 1, 'D': 1}}","[('CRATE', '00100'), ('LANKS', '12000'), ('PALAY', '02200'), ('DIVOT', '11100'), ('VALID', '22222'), None]",True
Minimax,27.426599502563477,5,"{'answer': 'HEAVE', 'letters': {'H': 1, 'E': 2, 'A': 1, 'V': 1}}","[('SALET', '01010'), ('DEARN', '02200'), ('WHEEP', '01110'), ('VOLKS', '10000'), ('HEAVE', '22222'), None]",True
Minimax,2.1123766899108887,2,"{'answer': 'SAUTE', 'letters': {'S': 1, 'A': 1, 'U': 1, 'T': 1, 'E': 1}}","[('SALET', '22011'), ('SAUTE', '22222'), None, None, None, None]",True
Minimax,30.809526681900024,5,"{'answer': 'TWEET', 'letters': {'T': 2, 'W': 1, 'E': 2}}","[('CRATE', '00011'), ('TOLES', '20020'), ('WINDY', '10000'), ('LAPIS', '00000'), ('TWEET', '22222'), None]",True
Minimax,36.98092794418335,4,"{'answer': 'SHINE', 'letters': {'S': 1, 'H': 1, 'I': 1, 'N': 1, 'E': 1}}","[('CRATE', '00002'), ('LOUIS', '00011'), ('PHENE', '02120'), ('SHINE', '22222'), None, None]",True
Minimax,26.75115442276001,5,"{'answer': 'ALLOT', 'letters': {'A': 1, 'L': 2, 'O': 1, 'T': 1}}","[('TRACE', '10100'), ('LANTS', '11010'), ('PSOAE', '00110'), ('VOLKS', '01200'), ('ALLOT', '22222'), None]",True
Minimax,103.83856725692749,4,"{'answer': 'KNOWN', 'letters': {'K': 1, 'N': 2, 'O': 1, 'W': 1}}","[('CRATE', '00000'), ('LIONS', '00210'), ('INFRA', '02000'), ('KNOWN', '22222'), None, None]",True
Minimax,97.56086683273315,5,"{'answer': 'VOILA', 'letters': {'V': 1, 'O': 1, 'I': 1, 'L': 1, 'A': 1}}","[('TRACE', '00100'), ('LANKS', '11000'), ('AULOI', '10111'), ('VOLKS', '22100'), ('VOILA', '22222'), None]",True
Minimax,12.517353534698486,4,"{'answer': 'BRAWL', 'letters': {'B': 1, 'R': 1, 'A': 1, 'W': 1, 'L': 1}}","[('CRATE', '02200'), ('BOGUS', '20000'), ('LIANA', '10200'), ('BRAWL', '22222'), None, None]",True
Minimax,20.030240058898926,4,"{'answer': 'MUCUS', 'letters': {'M': 1, 'U': 2, 'C': 1, 'S': 1}}","[('CRATE', '10000'), ('HOCUS', '00222'), ('INFRA', '00000'), ('MUCUS', '22222'), None, None]",True
Minimax,8.560120344161987,4,"{'answer': 'CAMEL', 'letters': {'C': 1, 'A': 1, 'M': 1, 'E': 1, 'L': 1}}","[('SALET', '02120'), ('YRIVD', '00000'), ('LUNCH', '10010'), ('CAMEL', '22222'), None, None]",True
Minimax,107.80756640434265,6,"{'answer': 'FULLY', 'letters': {'F': 1, 'U': 1, 'L': 2, 'Y': 1}}","[('TRACE', '00000'), ('LIONS', '10000'), ('BULLY', '02222'), ('POHED', '00000'), ('INFRA', '00100'), ('FULLY', '22222')]",True
Minimax,8.466880798339844,4,"{'answer': 'SPICE', 'letters': {'S': 1, 'P': 1, 'I': 1, 'C': 1, 'E': 1}}","[('TRACE', '00022'), ('ONIUM', '00200'), ('VOLKS', '00001'), ('SPICE', '22222'), None, None]",True
Minimax,7.333930969238281,4,"{'answer': 'CAUSE', 'letters': {'C': 1, 'A': 1, 'U': 1, 'S': 1, 'E': 1}}","[('SALET', '12010'), ('MORPH', '00000'), ('CRUCK', '20200'), ('CAUSE', '22222'), None, None]",True
Minimax,109.53288102149963,5,"{'answer': 'BUSHY', 'letters': {'B': 1, 'U': 1, 'S': 1, 'H': 1, 'Y': 1}}","[('CRATE', '00000'), ('LIONS', '00001'), ('HUSSY', '12202'), ('PLUMB', '00101'), ('BUSHY', '22222'), None]",True
Minimax,10.69707179069519,4,"{'answer': 'SPILL', 'letters': {'S': 1, 'P': 1, 'I': 1, 'L': 2}}","[('SALET', '20100'), ('OLIOS', '01201'), ('HOWKS', '00001'), ('SPILL', '22222'), None, None]",True
Minimax,37.933698892593384,5,"{'answer': 'ELIDE', 'letters': {'E': 2, 'L': 1, 'I': 1, 'D': 1}}","[('CRATE', '00002'), ('LOUIS', '10010'), ('BLIND', '02201'), ('DANGS', '10000'), ('ELIDE', '22222'), None]",True
Minimax,9.197521209716797,4,"{'answer': 'CORNY', 'letters': {'C': 1, 'O': 1, 'R': 1, 'N': 1, 'Y': 1}}","[('CRATE', '21000'), ('LOIRS', '02010'), ('BOOKY', '02002'), ('CORNY', '22222'), None, None]",True
Minimax,20.034050464630127,3,"{'answer': 'PLUMB', 'letters': {'P': 1, 'L': 1, 'U': 1, 'M': 1, 'B': 1}}","[('SALET', '00100'), ('BOURN', '10200'), ('PLUMB', '22222'), None, None, None]",True
Minimax,25.033229112625122,4,"{'answer': 'CLUNG', 'letters': {'C': 1, 'L': 1, 'U': 1, 'N': 1, 'G': 1}}","[('TRACE', '00010'), ('CIONS', '20020'), ('VOLKS', '00100'), ('CLUNG', '22222'), None, None]",True
Minimax,20.751763820648193,4,"{'answer': 'LUNCH', 'letters': {'L': 1, 'U': 1, 'N': 1, 'C': 1, 'H': 1}}","[('CRATE', '10000'), ('HOCUS', '10110'), ('PILUM', '00110'), ('LUNCH', '22222'), None, None]",True
Minimax,42.80059266090393,4,"{'answer': 'BRAND', 'letters': {'B': 1, 'R': 1, 'A': 1, 'N': 1, 'D': 1}}","[('SALET', '01000'), ('CORNI', '00120'), ('KEDGY', '00100'), ('BRAND', '22222'), None, None]",True
Minimax,52.92561674118042,4,"{'answer': 'GROPE', 'letters': {'G': 1, 'R': 1, 'O': 1, 'P': 1, 'E': 1}}","[('SALET', '00010'), ('IRONE', '02202'), ('PUDIC', '10000'), ('GROPE', '22222'), None, None]",True
Minimax,11.903058052062988,4,"{'answer': 'AUDIT', 'letters': {'A': 1, 'U': 1, 'D': 1, 'I': 1, 'T': 1}}","[('SALET', '01002'), ('TRAIN', '10120'), ('BUZZY', '02000'), ('AUDIT', '22222'), None, None]",True
Minimax,7.454030752182007,4,"{'answer': 'GLARE', 'letters': {'G': 1, 'L': 1, 'A': 1, 'R': 1, 'E': 1}}","[('CRATE', '01202'), ('LEHRS', '11020'), ('FOGLE', '00112'), ('GLARE', '22222'), None, None]",True
Minimax,33.7768919467926,4,"{'answer': 'GUISE', 'letters': {'G': 1, 'U': 1, 'I': 1, 'S': 1, 'E': 1}}","[('CRATE', '00002'), ('LOUIS', '00111'), ('INFRA', '10000'), ('GUISE', '22222'), None, None]",True
Minimax,31.149144887924194,5,"{'answer': 'QUASH', 'letters': {'Q': 1, 'U': 1, 'A': 1, 'S': 1, 'H': 1}}","[('SALET', '11000'), ('INARM', '00200'), ('RHODY', '01000'), ('BANAL', '01000'), ('QUASH', '22222'), None]",True
Minimax,12.369947671890259,4,"{'answer': 'PRIED', 'letters': {'P': 1, 'R': 1, 'I': 1, 'E': 1, 'D': 1}}","[('CRATE', '02001'), ('IDEES', '11100'), ('WIPER', '01121'), ('PRIED', '22222'), None, None]",True
Minimax,93.57555174827576,5,"{'answer': 'VIXEN', 'letters': {'V': 1, 'I': 1, 'X': 1, 'E': 1, 'N': 1}}","[('TRACE', '00001'), ('SOLEI', '00021'), ('PINKY', '02100'), ('MOVED', '00120'), ('VIXEN', '22222'), None]",True
Minimax,12.75414752960205,4,"{'answer': 'SKIRT', 'letters': {'S': 1, 'K': 1, 'I': 1, 'R': 1, 'T': 1}}","[('CRATE', '01010'), ('LOIRS', '00221'), ('SPINK', '20201'), ('SKIRT', '22222'), None, None]",True
Minimax,54.09364295005798,4,"{'answer': 'OXIDE', 'letters': {'O': 1, 'X': 1, 'I': 1, 'D': 1, 'E': 1}}","[('SALET', '00010'), ('IRONE', '10102'), ('MODGE', '01102'), ('OXIDE', '22222'), None, None]",True
Minimax,88.57383632659912,5,"{'answer': 'PIXEL', 'letters': {'P': 1, 'I': 1, 'X': 1, 'E': 1, 'L': 1}}","[('TRACE', '00001'), ('SOLEI', '00121'), ('BIDON', '02000'), ('MYOPE', '00011'), ('PIXEL', '22222'), None]",True
Minimax,52.48646903038025,6,"{'answer': 'ROGER', 'letters': {'R': 2, 'O': 1, 'G': 1, 'E': 1}}","[('TRACE', '01001'), ('SOLEI', '02020'), ('PWNED', '00020'), ('MURRY', '00110'), ('VOLKS', '02000'), ('ROGER', '22222')]",True
Minimax,105.54944825172424,5,"{'answer': 'MINIM', 'letters': {'M': 2, 'I': 2, 'N': 1}}","[('CRATE', '00000'), ('LIONS', '02010'), ('KEDGY', '00000'), ('LAPIS', '00020'), ('MINIM', '22222'), None]",True
Minimax,59.03472566604614,4,"{'answer': 'FJORD', 'letters': {'F': 1, 'J': 1, 'O': 1, 'R': 1, 'D': 1}}","[('SALET', '00000'), ('IRONY', '01200'), ('HOMER', '01001'), ('FJORD', '22222'), None, None]",True
Minimax,105.87078332901001,5,"{'answer': 'FLOOD', 'letters': {'F': 1, 'L': 1, 'O': 2, 'D': 1}}","[('CRATE', '00000'), ('LIONS', '10200'), ('KEDGY', '00100'), ('BOOST', '01200'), ('FLOOD', '22222'), None]",True
Minimax,5.358874559402466,3,"{'answer': 'STALE', 'letters': {'S': 1, 'T': 1, 'A': 1, 'L': 1, 'E': 1}}","[('TRACE', '10202'), ('GLUTS', '01011'), ('STALE', '22222'), None, None, None]",True
Minimax,12.544628381729126,4,"{'answer': 'CELLO', 'letters': {'C': 1, 'E': 1, 'L': 2, 'O': 1}}","[('CRATE', '20001'), ('LUDOS', '10010'), ('VOLKS', '01200'), ('CELLO', '22222'), None, None]",True
Minimax,32.09344983100891,5,"{'answer': 'PIXIE', 'letters': {'P': 1, 'I': 2, 'X': 1, 'E': 1}}","[('TRACE', '00002'), ('LOUIS', '00020'), ('WINDY', '02000'), ('VOLKS', '00000'), ('PIXIE', '22222'), None]",True
Minimax,99.97184944152832,4,"{'answer': 'SILLY', 'letters': {'S': 1, 'I': 1, 'L': 2, 'Y': 1}}","[('CRATE', '00000'), ('LIONS', '12001'), ('BULLY', '00222'), ('SILLY', '22222'), None, None]",True
Minimax,71.00987482070923,5,"{'answer': 'SHELL', 'letters': {'S': 1, 'H': 1, 'E': 1, 'L': 2}}","[('TRACE', '00001'), ('SOLEI', '20110'), ('PENKS', '01001'), ('FEHME', '01100'), ('SHELL', '22222'), None]",True
Minimax,6.895418167114258,4,"{'answer': 'ACORN', 'letters': {'A': 1, 'C': 1, 'O': 1, 'R': 1, 'N': 1}}","[('CRATE', '11100'), ('YIRKS', '00100'), ('HALMA', '01000'), ('ACORN', '22222'), None, None]",True
Minimax,35.99612212181091,6,"{'answer': 'PIPER', 'letters': {'P': 2, 'I': 1, 'E': 1, 'R': 1}}","[('SALET', '00020'), ('NIDOR', '02002'), ('VERBS', '01100'), ('ROMPS', '10010'), ('WIPER', '02222'), ('PIPER', '22222')]",True
Minimax,34.38195514678955,5,"{'answer': 'CORER', 'letters': {'C': 1, 'O': 1, 'R': 2, 'E': 1}}","[('SALET', '00020'), ('NIDOR', '00012'), ('WORMY', '02200'), ('COMPO', '22000'), ('CORER', '22222'), None]",True
Minimax,29.030545949935913,4,"{'answer': 'NIGHT', 'letters': {'N': 1, 'I': 1, 'G': 1, 'H': 1, 'T': 1}}","[('TRACE', '10000'), ('LOUTS', '00010'), ('HINKY', '12100'), ('NIGHT', '22222'), None, None]",True
Minimax,8.980746507644653,4,"{'answer': 'SHALT', 'letters': {'S': 1, 'H': 1, 'A': 1, 'L': 1, 'T': 1}}","[('CRATE', '00210'), ('SHIST', '22002'), ('VOLKS', '00101'), ('SHALT', '22222'), None, None]",True
Minimax,84.64625811576843,5,"{'answer': 'WOOZY', 'letters': {'W': 1, 'O': 2, 'Z': 1, 'Y': 1}}","[('CRATE', '00000'), ('LIONS', '00200'), ('BOWED', '02100'), ('FRIZZ', '00020'), ('WOOZY', '22222'), None]",True
Minimax,12.042647361755371,5,"{'answer': 'WORST', 'letters': {'W': 1, 'O': 1, 'R': 1, 'S': 1, 'T': 1}}","[('CRATE', '01010'), ('LOIRS', '02011'), ('TURKS', '10201'), ('HALMA', '00000'), ('WORST', '22222'), None]",True
Minimax,35.398558139801025,5,"{'answer': 'DOGMA', 'letters': {'D': 1, 'O': 1, 'G': 1, 'M': 1, 'A': 1}}","[('SALET', '01000'), ('CORNI', '02000'), ('LYMPH', '00100'), ('DANGS', '21010'), ('DOGMA', '22222'), None]",True
Minimax,50.780362367630005,5,"{'answer': 'PUDGY', 'letters': {'P': 1, 'U': 1, 'D': 1, 'G': 1, 'Y': 1}}","[('SALET', '00000'), ('IRONY', '00002'), ('BUMPH', '02010'), ('DANGS', '10020'), ('PUDGY', '22222'), None]",True
Minimax,13.252776861190796,5,"{'answer': 'FERAL', 'letters': {'F': 1, 'E': 1, 'R': 1, 'A': 1, 'L': 1}}","[('SALET', '01110'), ('OLPAE', '01021'), ('MERCH', '02200'), ('INFRA', '00111'), ('FERAL', '22222'), None]",True
Minimax,17.45522117614746,5,"{'answer': 'MAKER', 'letters': {'M': 1, 'A': 1, 'K': 1, 'E': 1, 'R': 1}}","[('SALET', '02020'), ('ROWND', '10000'), ('PICKY', '00010'), ('JAMBS', '02100'), ('MAKER', '22222'), None]",True
Minimax,8.918561458587646,4,"{'answer': 'STAID', 'letters': {'S': 1, 'T': 1, 'A': 1, 'I': 1, 'D': 1}}","[('CRATE', '00210'), ('SHIST', '20101'), ('DANGS', '11001'), ('STAID', '22222'), None, None]",True
Minimax,10.267853736877441,4,"{'answer': 'BRAIN', 'letters': {'B': 1, 'R': 1, 'A': 1, 'I': 1, 'N': 1}}","[('TRACE', '02200'), ('BOGUS', '20000'), ('LIANA', '01210'), ('BRAIN', '22222'), None, None]",True
Minimax,41.180201053619385,5,"{'answer': 'PROBE', 'letters': {'P': 1, 'R': 1, 'O': 1, 'B': 1, 'E': 1}}","[('SALET', '00010'), ('IRONE', '02202'), ('PUDIC', '20000'), ('BAKRA', '10010'), ('PROBE', '22222'), None]",True
Minimax,14.528771877288818,2,"{'answer': 'YOUTH', 'letters': {'Y': 1, 'O': 1, 'U': 1, 'T': 1, 'H': 1}}","[('SALET', '00001'), ('YOUTH', '22222'), None, None, None, None]",True
